transactionHash,ethAddress,lockedEth,lockDuration,plasmAddress,plmBalance
0xb4cc402dc7e061711079c7105dd27389e10a844a56098374afb4f4f974f27149,0xD8dE1f6764E442b8763d313722E9eaEe3779707E,20,300,WT6KnmWysXt2n2YiQv8QB69sFTSFFgFZBh7vzfTdLTkr3KV,1508247.0825725592
0xc40529fd12ab8943aa58bdf75a9323e388f4f130aa607ee88ef861a21af66ed5,0x9a72B97137065b3816d091310E483811baa1bE0F,50,100,aoRtSYjDF3B5vHKu64ps4D7nJWzizcyxEkibdP4eRU5ZDXg,0.544558997622191
0xb0fd232362c83863134e5418ce99875d740e19746356f59ba61d4236bef33e59,0x29C176BC50433D65113A2e6776b595a3DE04F92f,26,100,X2CqbKhYitPF7iaw4hNXUfeWy19TSHFjnZx8pyXDdpQwdhh,1535307.8454500618
0x8c75e8d5198cc616aa0745689a36aeb8f7ef0f2b621174b64736745e369e2573,0xd997CA66e558aA3D8d2EC39F3c5196FE5f31fEDE,14.5,300,a98aGRTsvFFifCb1i8LbHsPnvujtgFki8evL8DcuvKh8P6m,1523173.0804648208
0x0bedf8319b1d2c37bdfcd666897ad89c4a294dd1361622fec6cc08a2b1087dd9,0x61d0A005725b5A742d232655a7E22efb7Cad3414,2,30,WVdUiKjNebTqC7pK2iCnT2Sagx88jZRaSg8pn1vN8qyjfrq,12737.190323921768
0x82edf23122516aba77fa4c9d1139c2109ff3e173f472b1aa7f2409b342ad9575,0xD3320c2b9Ec1D41B8FDc8884Ea59b660302985Ca,24.99,100,a7xqDaN2GD881JNihJvRZLunDoYSNSt16D1oQQQq1S8iEJi,0.010239177018734
0xc9edcfae7c1ecba1b24f2c28de8964d8a115f4e51e71bb316bb11172133e291e,0x50873DF6f51369746638a4df373AEF4B9E053fee,18,100,Z7qAye1S5Zxjc7q9zFNddpFXf2GdMRSTFYHdfNvd8EHftHF,200444.63714706627
0x0d3edd65075baf4b058b8e0a24362585254cd694a9be00a498b4bda67530ca5d,0x81042f7F99a86D3981308E72feb36BD791C31920,0.1,100,Z8aguz83ut8RuYqq8rZd57ogBHPUk4uUek3zhF2fNZS5q6u,465419.1509029967
0xba9c59a19a06d3ba0b19fb0154234cc5f466ceabc2549b72cba34fd2d2650c97,0xE81ff5A7f528c660cb41Facedd53485e20Ea2758,6,100,X14f6YwV1H8RDeA48MbaKjrXt45xoGwf3qZ3KvnGa1fWqxc,5578932.145017356
0x816c16c6859cd1da92129d01c89086415172ed580e3e7f4a32ad88426beb7df6,0x7136aDC702E26C13158284C4b0FCfF66Fa52c99B,0.085,1000,YdN4BSpCm1WiBAN56xeds5v6NKEqf6NNZ2S5a2CYBDEng54,20091.758334434
0x3b6f38a3b3442282fbb12766f97742f8ffc48074f293d90c16e312aa59a225c5,0x164767126f2570a427E3c2F34dA27003f8394a40,0.1,1000,YmoDvhXkp6JXWoB63oYWrJBFrnJwkKXr5Lob133iFP1pSHg,17640.892158157648
0x181f26e5ac192e29fb256a2fce9fd8bb968013b40781a37bb2eeef3a8b8f5238,0xa8f89819ab9C31dC5B2b33CaAF8de1dca0a7FEa9,1,100,Ywcz3yLQZGRx9abd8ywUsNDaAYfWUte2d9UQFeUSAtXjwjw,77825.55759884853
0xe923ae69f80e037b9a247d84aa9d1c0eae26446065f8638422ea4aed96e62fb2,0x274d5D04597a6C86A5a8cb9Dd25c3035AF6f2d12,5,300,Xib2M8grNHy2qbqieQbHS3WYFAjLkPMLt8Y58Gbx7Q32czc,198460.03677927355
0x91170c6602df3cdb43c4ce56c5196ce649655684f03bb21718ea58ca97889079,0xe32c5673b152571E57976bF3A75068917DA2Da9C,10,30,Y8GmKcXKSeeq72JL9fZaL7veLtzXRuRBh6DVHzADbJ6oADg,1143542.9455930912
0x53ccb397b6c6a9c58675ed6e415876632defbcf9ffde1b6cee401435fdc043a4,0x72dF03913ed789B45BFb04A9d6b399b8Ce2A133E,0.001,30,WFSfErnMPuHAxvvTRdHpbbXDvLGwYikmbsYz1NJzZKW4Ped,3.775150921845736
0x473d3dc3b24d51da83f6c250bf96ccb247d2d388392b619f29b3f3a75b7ffa7a,0x1cade4c72ccD35870c6D917bfACc2BC7Cc0734C5,0.1,1000,XjKBsg8UvGYdVJeh8NUBB4UKM21J7o4J1UP9JVG3TU6ChyE,0.299079739224888
0x3d537a08e2858246f4a60279b512bb5a6cfd8919aeb495e4781d3a003301721b,0x80844Fb6785c1EaB7671584E73b0a2363599CB2F,0.01,100,WSL1S6TxfETdTWVt88g8w7J7KGb9h6JvDNBbjSrCvmvsVpm,0.240273972923459
0x4d2096daff9f6a4b8130642f37a13294fbcd91f2dd0de284e29164e7870d8bc7,0x0fbB89875A0cb732437b63740F4d4F265AC727f1,1,1000,ac7KDvjNTgwBzqMwUzFo1M8pk1Bhg1dF1vNf7wA98mhD6Gr,566.71212564972736
0xd51f9b0b8c4d1eb79f1d964373dc5386751cf883587dfdb5b7a0ca7a6fa99ff9,0x08fdE66Bf84C45FE0Ca982425882ABE7168C1C2C,10,100,aiBuXnbxWn6ieKcM6weRkugT9oYjREpXuTY6JGXRSrNCNoq,0
0x5b04b809e0b1aeb282901d67f19fa14e4ec19d39617381bda8053f15912163ba,0x61e15F0bF503f38bc3dE9ca4E7c1D2245a94dD6F,2.7,300,aSoC61WDPxGPtgZX3nhiPZtsVFpWWdb7KvzkXjYmgtMd3rB,317819.5350585048
0xc02a0535a42ba2eb7edb87df7bd2894e6b36bb8dc4534f651b5d0fdd7ab6aa07,0xd617CC373ECf63c592B44CA76290290bB7321c9F,1,30,ZiHe6nBGr7k11GZXPR1j4biuWMw9DNK1X936wDn9pyv9R4c,1712000.5786251284
0xebea7cf6fb2b0cce82166a05fb0b673db1f4fb07d245961cd7429bc2c963ff47,0x39D76f41Cc6C17E21017DaD9ABC6609cACD5Af67,0.096,1000,ZHYrRtiexRL8PXgjev3CcmbbeX69Erw2q7jvBrRZANkKZYZ,16935.256471831343
0x2aa5091bb513009b7e57b149295995e3437090e355b3668b1072e82e9148b4cc,0xcB2E279B6846f8263b1559504d1773aCf835E0bb,32,100,XnChQTwDsSVFbBLqkUbnJryLTEXSNKg4ucUNogeuFJfVjot,352817.843163153
0x6cd4bc9e7dca40f9d8d0b1199cb93a8e28ce94e47548a9e62bfdd06adff98f97,0xFFb3468b6861ba7044fCf61A2D976028204EfC49,0.1,1000,XYALgexCDH2aHva6W6A8osULCLyp3i3rCCZmThPiCfRNRD9,26543.69915249987
0x16926bc1d0b8e48eaeb7bf4c37e3436da2fa307017e6cf550df80199ea58623c,0x900A30257DB838D82130980497Bd403ADAf5E441,0.1,1000,a8MutWLGKXrLAqnxoptmRQ56ffT2JZQeModru4wvBG4NvQR,17640.892158157648
0xf177ffacbaa85ee887e3495021f55a0597dab1bd031f9a6f2a0f9130dbe4ec67,0x7b22Cee637F699F5792348d0085832d4312b2Bd7,6.145,30,ZF9xVGcCDTRZsniuVMPBbpgaWkCTe7Jq9mUXP8miF7GKAAe,16423.09727024963
0x73386b95c61ed9f096dd362576be602a339c68fda55d0e80229801988ff7b9b1,0xDb422897f0F0D3f33845545F691Eac4501799a4d,54.7,100,WCZhLt5KBhSWwose3ba2Vff5bDtfm2FKW22SCMV3Qw4SKiv,609128.9806635847
0x528d1212caff429c6c033d435889e03956f6e7d03711cf4f5511903e3da5d134,0x2411605A576fe058483382C1db691318056eBaaD,515,30,aVVjS5k8fYAtfwCSngWTv2bkfYtP7TA4DQ7PXpHVFrGea11,0.10001767833928
0x88b82f16475d191c4a26619b9fd63c3da5ffb1fb521f6a697fd878d3a4766bd5,0xE98407CAAc216cEbe793e577930b8B4ca7a6aD61,0.03,1000,WSHwFc7JCpzJzSAbLqy1FcTJyjCmZXf4QJRn814A3FsoDVj,0.189323921767466
0x5c5023584b2b74c47b5e17f886a4414de7626848044aabad571a35002d75eaa3,0xb4b10f0B0ac5a8E2B613D3DBE9505A07e3781128,5,100,aKY8RFX7UgiRGKgfqQEv6TihQJ5tHUzSLgkSE9YroxGhgsm,140689.14799424265
0xe0c4587a81901e702a7eede73f5211a1951723afabd2ab0326f85c557e35aa8b,0x296F0063BdD07Be8cba2f5183592574e0d62eFCa,21.999,100,WhvfSA7tEiR43WDXzmLKUVxqAe1QihzpnsXSXDJXBAfnCob,216351.23861706883
0x1d668dd210c93e88cb8a8ed43188c4d454987c5553e3ed6f78bb470a0ced2904,0xaAD9A85Cc1df4E36Ed208420CD81a5b3acF984b6,2.357,30,XVXWYRTar584RVWxod9AsVURrK848rkHnzHZXQ1wX9XwLWe,0.175362429330891
0xf3465b7d11c26388b761695407a84b92c0272bad9dd0455b166f8eab0de3248a,0x16617c3dc6cb3d3adc5471153520cb9c9A4A0498,0.15,30,asx7dDV2D5iH7qu1zWemmJuQ6fwEDpjgSqerBLRaZho6iGq,556874.72842141126
0x6772a5aac97d81e47daa87dcc594a443faa719fd713373b054fee06d84141ead,0x5a24f5764fC0a5FD7D74856Ac25084BEc0916f7c,1,1000,ataENekW4Am7CY1BxxU8mFyFtEA9kabpfJqKDF9iZQuSqHW,0.005797392248889
0x4c7d1b1972c505ae16b87567caf8624cb221cc57793f9b43139fcd0001ddd1fb,0x11A7c436365766B4a1500219529bb94a36C3f6F4,0.035,100,agStXHAmix2p1RoPjd63g2xNJGK5bkJHEAfbQotVmvgJm8w,389.75346111929555
0xe2f8d30e580d7c98848840e88ab13398af351875aa463998309e9ea3cc4d3348,0x46808e14adA3D28E0A09ce365b281254C6b8c6fA,0.0001,30,anfshGYjHScvZbxn5WpUK9cVs7hKtRwwVG5xEbKuNDb7usy,0.267259516196087
0x491fe9d5902e9a16413fb4c7d8a2cbaaf8023611a2af790ed7d5ccecb6141007,0x91715128a71c9C734CDC20E5EdEEeA02E72e428E,232,1000,aWW8kXjGYySyLap6CZCaUEtc4cah5iRg5bAa7wHLA8bNpfn,314285652.2842774
0x13668bc03161a4172c4cd6a06fd6a585c44d25c0e5823742323e37d7ac4087f9,0x0C4ca96d4e63af64fB7896Ab41E0aa871A59faBb,0.2,100,XHMWskdy4N3jRaYx3bYNYJR7JchYTrvSHenRTq88fTLtJ6N,6615.334559309118
0xe329271e149b80a8d919a665f2b369b7232fb780e47a6def148ae263788f76b2,0x74630370197b4c4795bFEeF6645ee14F8cf8997D,10,30,X34WSQpM7YL4MDTZRwbffVSWcAcmaHtm19sF8KBdaobdi3Y,224921.37501651003
0x30c1aa535a78899caaaa06f467231e6b5f4b76be16e12f7264ed6a8cafeab060,0x8284048672d74d8165f7E38C5c0E6F8fDE18c98c,20,100,aTt8HUHtswmDFT8hSgtTN5uXozfK9MG6t8rXPPg2jUUjUz3,222716.2634967403
0x6bf44acfb7119fcac3d7dc521f33cfe3c2f7f91ff908b53fb0d41a34ddf2ec9c,0x72f843EBa7bc13185f9454dF5b6194D3D81d2A4B,20,30,VyfiWYipCPWA2S3ciQB7G8mHB192sMEhVfEgq2vE4FNqwzw,0.901239217674666
0x6870941bd4608f331094ccf824160ffbe8c3a88464780892d9c21c008ed46b96,0x05A0fA3b8f65C62A77e388dABaf2ec7176c3635E,10,100,XxrqCbze6N9Li5R475wouL9BQgBdCJDe9MPpXLk6977fNAe,136981.52760809415
0xb3e0ba159334daf7da6ee5b8364273019dad4dc0550bb63d467c1fc8d7ba7031,0x90fdfF26419fB9550A6a55C792B14122E72714DA,0.02,100,abhqGNEdXra7koSvdgAgQVNbKHX2EUVxir77pKkZzD1HpL9,220.5111519769706
0x705924162fa41c5f6ed38494acf9561bbafde5f3c47b5c5c88a25785dc4a855f,0x13FcB7b29F135d3740CA8C6e3f775df6994A3d8E,1,30,ZZbCa2dp7GdMJS6msr8XYtMLWw7p9FUSSjZ2PZF3xYxJHZk,2402672.5951619607
0x16be2895c3b5571539c70b01136f89947275b71b1e5e562cbc1292563d4f8373,0xf46a707e36e82e8875D95DB044d61D946dECbFD7,0.15,30,bBFA7kCXoRQtrq8kWkRmmsNyFUYpxc9KxotsT213UtDRfnb,30036.05757147608
0x57431b44aff7454830011b5f8544ed91ab39033734f0d329c041df7784a5f3c3,0x9628bE77Fb3dcd890fD93A5d039092FcA855D3cC,10,300,XpXWY38fUHUnKv8pFTZhYsrGorm8gQJzHffJMUQmqTkAE9V,396900.0725585471
0x5789fde9e36ad65650684eda9bfd0a446f44b65c53550a67e28c750c8e206765,0xAadb9Ed84FE0812B87Ca98341AeF5599B47eA60F,0.08,300,WHqko9UZqBGv4dUihjVuMWkjMXdkPH5HPSTDdKowjVpSvzQ,867679.0763381931
0xcb0cf6db5d97f5730d67f30dfa12dcd9c9040dc61deee65e3ec085e334110b48,0x2f0C01465D38Fc4A31c95B7e74a4c80BE6d87bBe,6.48,1000,YiRB4BL3Eb46Gstu1zufAEdCTfRjsREHTPGz2iNzh3sWAVr,1143129.8118486156
0x33c1484c5c7636ef85f65c691a01c030d4a4e93a78a1a8ac96d75087ba40bf24,0x5023732c23c04bbCCcE4C75Ae9Da307A74478DC3,2.75,30,bAMzvU6TpN8EzL4Rjuv7HgMErEdQZ7j2vFkGUGmRKyrPdax,0.634695392430266
0x98d4b5f7898ac9bb69a0a5f1519b852bbf9b66e1cf283cea7849cc9f2f31c533,0x7A4CaA3526f80793d6c11D9398EFC1686f239E35,0.698,100,ZwF9rPr1fk9iwoJr6mC8U2q1jDeHDxkQVLgumf3ADav8fTT,7772.797596036237
0x0139a10f31e325ca92a3cf440833a27dc992dc5fb50ddcda5067739b846c8976,0xe4bB14f0c5e772896FfA5007ea24A5109D910c8e,4.2,1000,XkPfB7HZcvUQQaJK8tyGBSgbJyAMHu297n5XDX9QYDTuLFS,748315.4302572542
0xc6422b2993607e7c2e29d6725bb3ba0fdcf8cfe173d6e9d9646082b7531c4751,0x327Dc3388A5138a76568042a2F60baB46b086CDf,1.1,100,X8KKVkhUgebcRcsEYLHD9L5jiFDCtdvJX2CSzdjCetrXaVt,50249.39449232072
0x0460aad39b5e2da2fa18fb40fd242b09156465e320d2f07fcd19bb959ed51209,0x06608f5ad0101BDf2786a6A47FC694c88a625a73,124,100,Y8G8ke6FUknfeBHyphUpDsgwpu44mYoaj8kCf91ZhMndz7E,1380840.83367979
0x7fc0f548d3e5aa1f3a92772d672dbb723ec04d931bbdb764713e0fb0a2de0500,0x17e35b700e6d014D9cC4cc093D6eFF6e66D9F117,1.21092,1000,ZeCHeRvLbjgQoNAMHUvjfk84EJNaHPirsZUsxA4HJ3fcUCA,213617.0913215626
0x634e4c44789e65f88b16fe3ed12165b696b757d784f084d85282e5d1783fab24,0xb16Ee2A981Cce4c4c075b2Bd9406d5074dA02727,5,300,ZAHyq8CWEb5jr6QbH8eg4zJ9uBgkEyE5UseoAtoHsemRCe6,3704352.0441351285
0xe990e17df90ac9e45c0e868184f3638dcf214ca957db22a27e1fcce8f566210a,0xbd8152Fc7F060c6555809F6EADA3ce64Cba4D723,6.48,30,Xbis3CRCg8e5DTKSLj6UswU8przAHT5rvuhwk2Z3SnV66gR,17146.947177729235
0xbb3d2e0dab9a5d8dda86977295fa6508a157740dca4f1c8c39b3e4af3186372e,0xAF95c1022817A47d23ac90DA77BE788D66ccFA69,8.98,100,X7ugWFHPBbK66qgmqd9XD311Kc6tic4vK8mGn4cL9qDS7wc,189293009.50723768
0xb37b9b0653ca3b408106f96ef841a62d1d2daa0782a37db71eba7468be351c88,0x24F94fCd6bfe7A8CA2f9A0730daB0E91590C9147,20,300,XPnz8EfHZtx1jJrvyUAyWH1wAqVvx79TfGzfmHc9RAgdfXE,793840.1471170942
0xba291e84e9fee4ba8b7b94aea48f1939d011df2b6327b7856c4d73466e3ee230,0xc1C7f7169B6C3022D172302A32D59c90A33230Aa,7,1000,W3UfxdN5FgZqbSFzBZ2re7ivTFW3kCZdjruN9S2Fg4ziN46,1234862.4510710354
0xadf16b276cc961d2fd9c82593f08001f3863dab1acb4fea87e94f9eda94b5868,0xE5fdedD718bDF40904d67658Fa4B9629A7a8B515,0.333,300,XN8jAGM3z468tPwJ7ArUHcJEeWjbY2wZgugyvGTEGE3xnmE,2019868.921439932
0xbd82a405b30f630399a0ba8a43e7d2ad5a4d61e719c2ee2b215cf1b528a22fc4,0x4a491bc9aBd9ae4F335A074a00c87Da5d1f9cbD1,10,100,YLEsBo64PjFMuRBct1KamrM3nmWN6VhS4mbDp5ybZMGi3fR,110255.57598848531
0x371070e55546970b4493cea4b5dbfd2b56d8e0f34aaa3605012c317223c7ead7,0x574319e245428c9F064006E49aD5f83947F763Ec,0.3,30,XLisxLHwaCJLqmyNLqEnRug58FziyTNiKycgDGtzkRhYAzc,793.8401471170941
0x8a7b46e9d2f01e68759afbfeba7a0bb2bf9e8428958f17fe9a9d8c5adb95012d,0x2589b11029bD58ca8D917E2ba9f062deC946b463,0.05,1000,YgNsPLB1LVzeMZnwB4UWW8SbRitVxH5jzWT82V4tq4Fw1mj,0.15465423554779
0x3c12a89d2394242347574fa7adb26309f513bd4f4ad9d28edacd2b6a85a8ce7b,0x0A338782562E1740b9468F0855dD4C51F29dEfDE,5,300,b5YjhAh2RLiubh4t9RV4dAqYRiuahRAQTsVY7FwpRsLwQLF,198460.03677927355
0xf50850cebef04b28371108453f75e25ce8a8dfcad5c44af0bd0363d72a567cb6,0x38BC00Ea43EbB5ef5150593A0BA6C381803717e2,1,100,XbCTPqtPNvDEiTBmX9L68jMD1MjcNNgWva2TnPoV4bNfkZj,350967.523337736
0x76e48d7a0563cb920c0e9daf08d66496fb8f30f1ac5e9f19099879a624ad8ed5,0xe91AEE4906C8635bF15962A639436f40780233A0,0.3,100,Y32tjKYjmuKs7Vnc9ZdTfJGGzBcgLA6gnTs1UxEPFjCipqp,3307.667279654559
0x9322686c51496339739c2ce94db0dbf8c1440df81aceaecdd18bf746b4f4b2b6,0x3385dc8E3eA5a0b077678a7fFDDDB2Bbed7142b8,1.794,100,ZmqAicR5P8b5fcU4wANmF3cjo7qyouWRfaDfb4UTjwDGPie,19977.648835657605
0x2e3245e942744b53e7100637a799c7a767b6ab2e65a5454d95300a6374d13429,0x2f6F830E90baaf06575D7102F9cD83Cf7880E101,0.13,1000,ZdpcNLPNTMZXMZwUQ1ynEeTCsGSy3zDWvsY5ud9PFPiSAVM,869695.983397172
